user_ID,subscription_type,monthly_revenue,join_date,last_payment_date,country,age,gender,device
397,Basic,11,14-07-22,26-06-23,Brazil,31,Female,Smartphone
398,Standard,13,15-07-22,27-06-23,Mexico,51,Female,Tablet
399,Standard,12,14-07-22,25-06-23,Spain,44,Female,Smartphone
400,Basic,14,13-07-22,27-06-23,Italy,49,Male,Laptop
401,Premium,12,17-07-22,26-06-23,United States,47,Female,Laptop
402,Basic,14,21-07-22,26-06-23,Canada,42,Male,Smartphone
403,Standard,13,23-07-22,28-06-23,United Kingdom,28,Male,Smartphone
404,Premium,13,1/8/2022,28-06-23,Australia,28,Male,Smartphone
405,Basic,13,6/8/2022,26-06-23,Germany,49,Female,Tablet
406,Premium,12,19-08-22,26-06-23,France,32,Female,Smartphone
407,Basic,12,26-08-22,27-06-23,Brazil,37,Female,Tablet
408,Standard,13,27-09-22,27-06-23,Mexico,37,Female,Tablet
409,Standard,14,15-09-22,25-06-23,Spain,37,Male,Smartphone
410,Basic,15,2/9/2022,25-06-23,Italy,37,Male,Smart TV
411,Premium,14,3/9/2022,26-06-23,United States,48,Female,Tablet
412,Basic,12,3/9/2022,26-06-23,Canada,47,Male,Laptop
413,Standard,13,24-08-22,26-06-23,United Kingdom,41,Female,Smartphone
414,Premium,14,21-08-22,27-06-23,Australia,47,Female,Laptop
415,Basic,13,23-08-22,25-06-23,Germany,39,Female,Smartphone
416,Premium,10,2/9/2022,26-06-23,France,28,Male,Tablet
417,Basic,14,21-09-22,29-06-23,Brazil,31,Male,Smart TV
418,Standard,14,21-10-22,27-06-23,Mexico,47,Female,Smart TV
419,Standard,11,30-10-22,27-06-23,Spain,27,Female,Laptop
420,Basic,10,2/11/2022,28-06-23,Italy,28,Male,Laptop
421,Premium,14,16-10-22,28-06-23,United States,33,Male,Tablet
422,Basic,14,15-09-22,29-06-23,Canada,29,Female,Tablet
423,Standard,15,12/9/2022,27-06-23,United Kingdom,41,Male,Smartphone
424,Premium,12,18-09-22,29-06-23,Australia,28,Female,Tablet
425,Basic,13,4/10/2022,27-06-23,Germany,38,Male,Tablet
426,Premium,15,5/10/2022,30-06-23,France,35,Male,Laptop
427,Basic,11,6/11/2022,26-06-23,Brazil,51,Male,Smart TV
428,Standard,12,17-11-22,28-06-23,Mexico,45,Male,Smartphone
429,Standard,14,18-11-22,26-06-23,Spain,51,Male,Laptop
430,Basic,14,22-11-22,30-06-23,Italy,46,Female,Smart TV
431,Premium,15,4/12/2022,28-06-23,United States,28,Male,Smart TV
432,Basic,12,19-11-22,30-06-23,Canada,46,Female,Smart TV
433,Standard,11,6/11/2022,25-06-23,United Kingdom,46,Female,Smartphone
434,Premium,12,15-10-22,29-06-23,Australia,32,Female,Laptop
435,Basic,11,17-10-22,28-06-23,Germany,39,Female,Smart TV
436,Premium,11,19-10-22,29-06-23,France,41,Female,Smartphone
437,Basic,13,23-10-22,25-06-23,Brazil,47,Male,Smart TV
438,Standard,12,24-10-22,28-06-23,Mexico,35,Male,Smart TV
439,Standard,12,23-10-22,27-06-23,Spain,37,Female,Smart TV
440,Basic,11,10/10/2022,29-06-23,Italy,47,Male,Tablet
441,Premium,13,5/10/2022,28-06-23,United States,48,Female,Laptop
442,Basic,12,1/7/2022,27-06-23,Canada,30,Female,Laptop
443,Standard,10,1/7/2022,27-06-23,United Kingdom,36,Male,Smart TV
444,Premium,10,25-06-22,28-06-23,Australia,50,Female,Smartphone
445,Basic,12,24-06-22,28-06-23,Germany,41,Male,Tablet
446,Basic,14,28-06-22,28-06-23,France,46,Female,Smartphone
447,Basic,15,11/8/2022,28-06-23,Brazil,36,Female,Laptop
448,Standard,14,12/8/2022,27-06-23,Mexico,48,Male,Tablet
449,Premium,10,7/8/2022,28-06-23,Spain,37,Female,Laptop
450,Basic,14,6/8/2022,27-06-23,Italy,49,Male,Laptop
451,Basic,12,18-07-22,28-06-23,United States,31,Female,Laptop
452,Premium,12,16-06-22,26-06-23,Canada,42,Female,Laptop
453,Standard,11,30-05-22,28-06-23,United Kingdom,45,Female,Tablet
454,Standard,15,28-05-22,28-06-23,Australia,51,Female,Tablet
455,Basic,11,31-05-22,27-06-23,Germany,31,Female,Smart TV
456,Premium,14,4/6/2022,27-06-23,France,41,Male,Tablet
457,Standard,14,29-06-22,28-06-23,Brazil,40,Male,Smart TV
458,Basic,10,24-07-22,28-06-23,Mexico,27,Male,Tablet
459,Standard,10,19-07-22,27-06-23,Spain,46,Female,Tablet
460,Premium,10,30-06-22,28-06-23,Italy,30,Female,Smart TV
461,Basic,11,16-06-22,27-06-23,United States,37,Male,Smart TV
462,Premium,15,10/6/2022,28-06-23,Canada,45,Male,Smartphone
463,Standard,11,1/6/2022,26-06-23,United Kingdom,40,Male,Smart TV
464,Basic,13,3/6/2022,28-06-23,Australia,45,Male,Laptop
465,Standard,11,5/6/2022,26-06-23,Germany,34,Male,Laptop
466,Premium,10,7/6/2022,27-06-23,France,33,Male,Laptop
467,Basic,10,22-06-22,26-06-23,Brazil,47,Female,Laptop
468,Standard,11,28-06-22,27-06-23,Mexico,32,Male,Smart TV
469,Premium,12,29-06-22,29-06-23,Spain,41,Female,Tablet
470,Basic,15,3/7/2022,28-06-23,Italy,31,Female,Tablet
471,Premium,15,8/7/2022,27-06-23,United States,43,Male,Tablet
472,Basic,10,13-07-22,27-06-23,Canada,32,Female,Tablet
473,Standard,10,27-07-22,28-06-23,United Kingdom,46,Female,Smartphone
474,Standard,14,30-07-22,28-06-23,Australia,38,Male,Smartphone
475,Basic,11,13-08-22,26-06-23,Germany,31,Female,Smart TV
476,Premium,14,18-08-22,26-06-23,France,31,Female,Laptop
477,Basic,10,24-08-22,27-06-23,Brazil,50,Male,Laptop
478,Standard,10,8/9/2022,27-06-23,Mexico,32,Male,Laptop
479,Premium,13,4/9/2022,27-06-23,Spain,38,Female,Smartphone
480,Basic,15,4/9/2022,27-06-23,Italy,37,Female,Laptop
481,Premium,12,4/9/2022,26-06-23,United States,36,Male,Smart TV
482,Basic,11,27-08-22,27-06-23,Canada,30,Male,Smart TV
483,Standard,14,25-08-22,27-06-23,United Kingdom,28,Male,Smart TV
484,Standard,13,25-08-22,28-06-23,Australia,40,Male,Smartphone
485,Basic,14,1/9/2022,28-06-23,Germany,28,Female,Tablet
486,Premium,15,13-09-22,26-06-23,France,37,Female,Laptop
487,Basic,15,5/10/2022,29-06-23,Brazil,30,Male,Smart TV
488,Standard,11,8/10/2022,28-06-23,Mexico,33,Female,Smart TV
489,Premium,11,26-10-22,28-06-23,Spain,49,Male,Tablet
490,Basic,12,18-10-22,29-06-23,Italy,36,Female,Smart TV
491,Premium,12,7/10/2022,28-06-23,United States,28,Female,Smartphone
492,Basic,10,17-09-22,30-06-23,Canada,51,Male,Tablet
493,Standard,11,18-09-22,27-06-23,United Kingdom,35,Female,Smartphone
494,Standard,14,27-09-22,29-06-23,Australia,31,Male,Smart TV
495,Basic,13,30-09-22,27-06-23,Germany,39,Male,Smartphone
496,Premium,10,30-10-22,30-06-23,France,51,Female,Laptop
497,Basic,11,9/11/2022,29-06-23,Brazil,44,Male,Smartphone
498,Standard,11,17-11-22,28-06-23,Mexico,41,Female,Smartphone
499,Premium,10,18-11-22,26-06-23,Spain,28,Female,Laptop
500,Basic,15,22-11-22,30-06-23,Italy,38,Male,Laptop
501,Premium,14,22-11-22,28-06-23,Spain,43,Male,Smartphone
502,Basic,13,21-11-22,30-06-23,Spain,38,Male,Smartphone
503,Standard,14,10/11/2022,26-06-23,United States,30,Male,Tablet
504,Standard,12,21-10-22,29-06-23,Canada,32,Female,Laptop
505,Basic,11,21-10-22,28-06-23,United States,35,Male,Smartphone
506,Premium,14,23-10-22,29-06-23,United States,27,Male,Smart TV
507,Basic,15,24-10-22,26-06-23,Canada,49,Female,Tablet
508,Standard,12,23-10-22,28-06-23,United Kingdom,42,Female,Tablet
509,Premium,10,21-10-22,28-06-23,Australia,40,Male,Smartphone
510,Basic,15,6/10/2022,29-06-23,Germany,43,Female,Tablet
511,Premium,11,26-07-22,28-06-23,France,44,Female,Smart TV
512,Basic,15,13-07-22,28-06-23,Brazil,32,Male,Tablet
513,Standard,10,6/7/2022,28-06-23,Mexico,50,Male,Tablet
514,Standard,14,7/7/2022,28-06-23,Spain,35,Male,Tablet
515,Basic,15,1/7/2022,29-06-23,Italy,44,Female,Laptop
516,Premium,14,31-07-22,28-06-23,Spain,42,Female,Smart TV
517,Basic,12,6/8/2022,28-06-23,Spain,34,Female,Smart TV
518,Standard,15,7/8/2022,27-06-23,United States,37,Female,Tablet
519,Premium,10,6/8/2022,28-06-23,Canada,43,Male,Smartphone
520,Basic,13,3/8/2022,28-06-23,United States,32,Male,Smart TV
521,Basic,15,18-06-22,28-06-23,United States,33,Female,Smart TV
522,Basic,14,17-06-22,27-06-23,Canada,32,Female,Tablet
523,Standard,13,7/6/2022,29-06-23,United Kingdom,41,Male,Smartphone
524,Premium,15,6/6/2022,28-06-23,Australia,31,Male,Tablet
525,Basic,14,4/6/2022,27-06-23,Germany,44,Male,Tablet
526,Basic,11,20-06-22,28-06-23,France,49,Male,Laptop
527,Premium,10,10/7/2022,28-06-23,Brazil,48,Female,Tablet
528,Standard,13,13-07-22,29-06-23,Mexico,42,Female,Smartphone
529,Standard,11,7/7/2022,27-06-23,Spain,50,Female,Laptop
530,Basic,14,22-06-22,28-06-23,Italy,49,Female,Smart TV
531,Premium,14,15-06-22,27-06-23,Spain,30,Female,Laptop
532,Standard,11,3/6/2022,28-06-23,Spain,38,Male,Laptop
533,Basic,14,4/6/2022,27-06-23,United States,38,Male,Smartphone
534,Standard,11,5/6/2022,28-06-23,Canada,39,Female,Smart TV
535,Premium,15,7/6/2022,29-06-23,United States,42,Female,Laptop
536,Basic,10,14-06-22,29-06-23,United States,28,Male,Smart TV
537,Premium,10,17-06-22,27-06-23,Canada,38,Male,Smartphone
538,Standard,14,19-06-22,28-06-23,United Kingdom,40,Female,Tablet
539,Basic,12,2/7/2022,29-06-23,Australia,30,Female,Tablet
540,Standard,10,3/7/2022,29-06-23,Germany,40,Male,Smartphone
541,Premium,10,13-07-22,27-06-23,France,31,Male,Smart TV
542,Basic,14,26-07-22,27-06-23,Brazil,41,Male,Smartphone
543,Standard,11,27-07-22,28-06-23,Mexico,37,Male,Smartphone
544,Premium,14,8/8/2022,28-06-23,Spain,49,Male,Tablet
545,Basic,14,17-08-22,27-06-23,Italy,29,Male,Smart TV
546,Premium,10,20-08-22,26-06-23,Spain,31,Male,Smart TV
547,Basic,10,5/9/2022,27-06-23,Spain,39,Male,Tablet
548,Standard,12,5/9/2022,27-06-23,United States,51,Female,Smartphone
549,Standard,10,5/9/2022,27-06-23,Canada,38,Female,Smartphone
550,Basic,11,6/9/2022,27-06-23,United States,29,Female,Tablet
551,Premium,13,3/9/2022,28-06-23,United States,41,Female,Laptop
552,Basic,13,29-08-22,27-06-23,Canada,48,Female,Tablet
553,Standard,14,27-08-22,28-06-23,United Kingdom,39,Male,Smart TV
554,Premium,12,29-08-22,29-06-23,Australia,37,Male,Smartphone
555,Basic,11,13-09-22,28-06-23,Germany,37,Female,Smartphone
556,Premium,14,24-09-22,27-06-23,France,34,Male,Smartphone
557,Basic,15,5/10/2022,29-06-23,Brazil,37,Male,Smartphone
558,Standard,14,18-10-22,30-06-23,Mexico,37,Female,Smart TV
559,Standard,13,19-10-22,28-06-23,Spain,51,Female,Tablet
560,Basic,15,14-10-22,29-06-23,Italy,45,Male,Laptop
561,Premium,14,30-09-22,28-06-23,Spain,29,Female,Laptop
562,Basic,14,19-09-22,30-06-23,Spain,37,Male,Laptop
563,Standard,10,24-09-22,29-06-23,United States,34,Male,Tablet
564,Premium,14,28-09-22,29-06-23,Canada,35,Male,Smartphone
565,Basic,12,29-09-22,27-06-23,United States,29,Male,Laptop
566,Premium,11,11/10/2022,1/7/2023,United States,45,Male,Tablet
567,Basic,14,8/11/2022,29-06-23,Canada,36,Male,Smart TV
568,Standard,11,16-11-22,28-06-23,United Kingdom,27,Female,Laptop
569,Standard,10,17-11-22,26-06-23,Australia,31,Female,Laptop
570,Basic,10,20-11-22,30-06-23,Germany,41,Female,Laptop
571,Premium,13,21-11-22,29-06-23,France,37,Male,Smart TV
572,Basic,12,21-11-22,30-06-23,Brazil,49,Female,Tablet
573,Standard,12,18-11-22,27-06-23,Mexico,37,Female,Smart TV
574,Premium,14,26-10-22,29-06-23,Spain,36,Female,Smartphone
575,Basic,13,25-10-22,28-06-23,Italy,38,Female,Smart TV
576,Premium,15,26-10-22,30-06-23,Spain,49,Female,Tablet
577,Basic,15,23-10-22,26-06-23,Spain,31,Male,Laptop
578,Standard,13,23-10-22,28-06-23,United States,29,Female,Laptop
579,Standard,12,16-10-22,28-06-23,Canada,35,Female,Tablet
580,Basic,14,9/8/2022,29-06-23,United States,46,Female,Tablet
581,Premium,10,2/8/2022,29-06-23,United States,29,Female,Laptop
582,Basic,12,16-07-22,28-06-23,Canada,43,Female,Laptop
583,Standard,15,17-07-22,28-06-23,United Kingdom,38,Female,Tablet
584,Premium,14,14-07-22,28-06-23,Australia,48,Female,Smart TV
585,Basic,14,16-07-22,29-06-23,Germany,41,Male,Laptop
586,Premium,15,6/8/2022,29-06-23,France,51,Female,Laptop
587,Basic,14,7/8/2022,28-06-23,Brazil,39,Male,Smart TV
588,Standard,11,7/8/2022,27-06-23,Mexico,31,Male,Smartphone
589,Standard,15,4/8/2022,29-06-23,Spain,28,Male,Laptop
590,Basic,15,29-07-22,29-06-23,Italy,47,Male,Laptop
591,Premium,14,19-06-22,28-06-23,Spain,35,Female,Smart TV
592,Basic,15,9/6/2022,29-06-23,Spain,33,Male,Smartphone
593,Standard,11,6/6/2022,29-06-23,United States,41,Male,Smartphone
594,Premium,12,6/6/2022,30-06-23,Canada,38,Female,Smart TV
595,Basic,10,11/6/2022,28-06-23,United States,49,Male,Laptop
596,Basic,14,18-06-22,28-06-23,United States,29,Female,Smart TV
597,Basic,13,27-06-22,28-06-23,Canada,50,Male,Laptop
598,Standard,12,5/7/2022,29-06-23,United Kingdom,29,Female,Tablet
599,Premium,15,6/7/2022,27-06-23,Australia,44,Male,Smart TV
600,Basic,14,16-06-22,29-06-23,Germany,36,Female,Smart TV
601,Basic,14,5/6/2022,30-06-23,France,46,Female,Smart TV
602,Premium,14,5/6/2022,29-06-23,Brazil,30,Male,Smartphone
603,Standard,15,6/6/2022,27-06-23,Mexico,46,Female,Tablet
604,Standard,15,7/6/2022,28-06-23,Spain,33,Male,Smartphone
605,Basic,15,10/6/2022,29-06-23,Italy,46,Female,Tablet
606,Premium,14,13-06-22,29-06-23,Spain,50,Male,Tablet
607,Standard,14,14-06-22,27-06-23,Spain,27,Female,Smart TV
608,Basic,12,22-06-22,28-06-23,United States,48,Female,Smart TV
609,Standard,14,3/7/2022,29-06-23,Canada,50,Female,Smartphone
610,Premium,13,5/7/2022,29-06-23,United States,28,Female,Tablet
611,Basic,15,11/7/2022,28-06-23,United States,29,Female,Smartphone
612,Premium,11,17-07-22,27-06-23,Canada,36,Male,Smart TV
613,Standard,12,27-07-22,28-06-23,United Kingdom,51,Male,Laptop
614,Basic,15,14-08-22,28-06-23,Australia,51,Male,Smartphone
615,Standard,13,15-08-22,27-06-23,Germany,43,Male,Smart TV
616,Premium,14,2/9/2022,27-06-23,France,38,Female,Laptop
617,Basic,11,5/9/2022,28-06-23,Brazil,45,Female,Smartphone
618,Standard,10,6/9/2022,28-06-23,Mexico,28,Female,Smart TV
619,Premium,11,6/9/2022,29-06-23,Spain,27,Male,Smartphone
620,Basic,11,5/9/2022,27-06-23,Italy,41,Female,Smartphone
621,Premium,14,6/9/2022,29-06-23,Spain,49,Male,Smart TV
622,Basic,12,29-08-22,28-06-23,Spain,35,Male,Smartphone
623,Standard,13,30-08-22,28-06-23,United States,29,Female,Smart TV
624,Standard,10,2/9/2022,30-06-23,Canada,42,Male,Smartphone
625,Basic,15,20-09-22,28-06-23,United States,33,Male,Tablet
626,Premium,10,23-09-22,30-06-23,United States,30,Male,Laptop
627,Basic,11,29-09-22,29-06-23,Canada,43,Female,Smart TV
628,Standard,10,9/10/2022,1/7/2023,United Kingdom,42,Male,Smartphone
629,Premium,11,12/10/2022,29-06-23,Australia,39,Male,Tablet
630,Basic,15,6/10/2022,30-06-23,Germany,32,Female,Smart TV
631,Premium,14,21-09-22,28-06-23,France,31,Male,Smartphone
632,Basic,13,23-09-22,1/7/2023,Brazil,39,Male,Smartphone
633,Standard,12,28-09-22,29-06-23,Mexico,41,Female,Smartphone
634,Standard,12,29-09-22,29-06-23,Spain,51,Female,Smart TV
635,Basic,13,3/10/2022,27-06-23,Italy,29,Male,Laptop
636,Premium,10,28-10-22,1/7/2023,Spain,33,Female,Smart TV
637,Basic,12,14-11-22,29-06-23,Spain,51,Female,Tablet
638,Standard,11,16-11-22,1/7/2023,United States,38,Male,Tablet
639,Premium,10,17-11-22,28-06-23,Canada,37,Female,Laptop
640,Basic,13,20-11-22,30-06-23,United States,50,Female,Laptop
641,Premium,12,21-11-22,29-06-23,United States,33,Male,Tablet
642,Basic,11,19-11-22,1/7/2023,Canada,27,Male,Laptop
643,Standard,11,28-10-22,27-06-23,United Kingdom,50,Female,Smartphone
644,Standard,15,27-10-22,29-06-23,Australia,47,Female,Laptop
645,Basic,13,27-10-22,29-06-23,Germany,41,Male,Laptop
646,Premium,10,27-10-22,30-06-23,France,49,Female,Laptop
647,Basic,15,25-10-22,28-06-23,Brazil,32,Male,Smart TV
648,Standard,10,17-10-22,28-06-23,Mexico,38,Female,Smartphone
649,Premium,14,20-08-22,29-06-23,Spain,38,Female,Smartphone
650,Basic,15,16-08-22,29-06-23,Italy,28,Female,Smart TV
651,Premium,13,15-08-22,29-06-23,Spain,31,Male,Tablet
652,Basic,14,15-08-22,29-06-23,Spain,39,Female,Smartphone
653,Standard,11,29-07-22,29-06-23,United States,28,Female,Smartphone
654,Standard,12,17-07-22,28-06-23,Canada,30,Female,Smartphone
655,Basic,11,26-07-22,29-06-23,United States,42,Male,Tablet
656,Premium,14,31-07-22,29-06-23,United States,33,Female,Laptop
657,Basic,14,3/8/2022,29-06-23,Canada,34,Female,Smart TV
658,Standard,13,4/8/2022,29-06-23,United Kingdom,49,Female,Smart TV
659,Premium,13,3/8/2022,29-06-23,Australia,41,Male,Laptop
660,Basic,12,27-06-22,29-06-23,Germany,28,Male,Smart TV
661,Premium,14,27-06-22,28-06-23,France,49,Female,Laptop
662,Basic,15,15-06-22,29-06-23,Brazil,49,Male,Tablet
663,Standard,11,13-06-22,29-06-23,Mexico,36,Male,Tablet
664,Standard,11,12/6/2022,30-06-23,Spain,31,Male,Smart TV
665,Basic,10,18-06-22,28-06-23,Italy,38,Male,Smartphone
666,Premium,15,26-06-22,29-06-23,Spain,34,Female,Tablet
667,Basic,11,30-06-22,30-06-23,Spain,51,Female,Smartphone
668,Standard,13,3/7/2022,30-06-23,United States,49,Male,Smart TV
669,Premium,13,19-06-22,28-06-23,Canada,27,Female,Tablet
670,Basic,10,8/6/2022,29-06-23,United States,38,Male,Smart TV
671,Basic,10,8/6/2022,30-06-23,United States,51,Male,Tablet
672,Basic,14,9/6/2022,30-06-23,Canada,47,Female,Tablet
673,Standard,15,9/6/2022,27-06-23,United Kingdom,37,Male,Smartphone
674,Premium,13,10/6/2022,28-06-23,Australia,37,Female,Laptop
675,Basic,11,11/6/2022,29-06-23,Germany,39,Female,Tablet
676,Basic,11,13-06-22,29-06-23,France,31,Male,Smartphone
677,Premium,13,17-06-22,28-06-23,Brazil,36,Male,Smart TV
678,Standard,15,27-06-22,28-06-23,Mexico,42,Female,Smart TV
679,Standard,11,5/7/2022,29-06-23,Spain,49,Male,Laptop
680,Basic,15,7/7/2022,29-06-23,Italy,44,Female,Laptop
681,Premium,11,16-07-22,28-06-23,Spain,33,Male,Laptop
682,Standard,11,23-07-22,27-06-23,Spain,42,Male,Tablet
683,Basic,13,3/8/2022,29-06-23,United States,39,Male,Smartphone
684,Standard,10,11/8/2022,29-06-23,Canada,49,Male,Smartphone
685,Premium,12,15-08-22,30-06-23,United States,31,Male,Smartphone
686,Basic,14,18-08-22,28-06-23,United States,37,Male,Tablet
687,Premium,13,26-08-22,29-06-23,Canada,30,Female,Tablet
688,Standard,10,3/9/2022,28-06-23,United Kingdom,42,Male,Smartphone
689,Basic,15,4/9/2022,29-06-23,Australia,37,Female,Smart TV
690,Standard,15,5/9/2022,30-06-23,Germany,36,Male,Laptop
691,Premium,11,1/9/2022,29-06-23,France,28,Female,Laptop
692,Basic,15,31-08-22,30-06-23,Brazil,36,Male,Tablet
693,Standard,14,1/9/2022,29-06-23,Mexico,31,Female,Tablet
694,Premium,14,17-09-22,1/7/2023,Spain,46,Male,Smart TV
695,Basic,13,21-09-22,28-06-23,Italy,28,Male,Laptop
696,Premium,15,29-09-22,1/7/2023,Spain,31,Male,Tablet
697,Basic,12,6/10/2022,29-06-23,Spain,43,Male,Smart TV
698,Standard,10,12/10/2022,2/7/2023,United States,28,Male,Laptop
699,Standard,13,7/10/2022,30-06-23,Canada,32,Female,Smartphone
700,Basic,12,4/10/2022,30-06-23,United States,31,Female,Laptop
701,Premium,11,24-09-22,28-06-23,United States,45,Male,Smart TV
702,Basic,14,25-09-22,1/7/2023,Canada,36,Male,Smartphone
703,Standard,14,27-09-22,30-06-23,United Kingdom,35,Male,Laptop
704,Premium,13,30-09-22,1/7/2023,Australia,27,Female,Tablet
705,Basic,13,4/10/2022,28-06-23,Germany,32,Male,Laptop
706,Premium,12,24-10-22,1/7/2023,France,46,Female,Smartphone
707,Basic,12,28-10-22,30-06-23,Brazil,36,Male,Smart TV
708,Standard,13,2/11/2022,1/7/2023,Mexico,39,Male,Laptop
709,Standard,12,7/11/2022,28-06-23,Spain,48,Female,Smart TV
710,Basic,10,10/11/2022,30-06-23,Italy,48,Female,Smart TV
711,Premium,14,15-11-22,29-06-23,Spain,27,Female,Laptop
712,Basic,13,8/11/2022,1/7/2023,Spain,45,Male,Tablet
713,Standard,10,1/11/2022,27-06-23,United States,30,Male,Laptop
714,Premium,15,30-10-22,29-06-23,Canada,29,Male,Tablet
715,Basic,12,28-10-22,29-06-23,United States,43,Female,Laptop
716,Premium,10,26-10-22,30-06-23,United States,43,Male,Laptop
717,Basic,15,18-10-22,29-06-23,Canada,39,Female,Tablet
718,Standard,14,30-09-22,30-06-23,United Kingdom,27,Male,Tablet
719,Standard,10,3/9/2022,29-06-23,Australia,33,Female,Tablet
720,Basic,10,23-08-22,29-06-23,Germany,32,Female,Tablet
721,Premium,10,16-08-22,29-06-23,France,37,Female,Tablet
722,Basic,13,11/8/2022,30-06-23,Brazil,45,Male,Smartphone
723,Standard,10,1/8/2022,30-06-23,Mexico,40,Female,Smartphone
724,Premium,14,1/8/2022,29-06-23,Spain,44,Male,Laptop
725,Basic,12,1/8/2022,29-06-23,Italy,29,Female,Tablet
726,Premium,14,2/8/2022,30-06-23,Spain,50,Male,Laptop
727,Basic,11,4/8/2022,29-06-23,Spain,32,Female,Laptop
728,Standard,14,4/8/2022,29-06-23,United States,39,Male,Laptop
729,Standard,15,7/7/2022,30-06-23,Canada,43,Female,Smartphone
730,Basic,12,27-06-22,30-06-23,United States,49,Female,Smartphone
731,Premium,13,19-06-22,29-06-23,United States,30,Male,Tablet
732,Basic,12,19-06-22,29-06-23,Canada,47,Male,Tablet
733,Standard,10,18-06-22,29-06-23,United Kingdom,51,Female,Laptop
734,Premium,14,19-06-22,30-06-23,Australia,40,Male,Tablet
735,Basic,14,24-06-22,28-06-23,Germany,40,Male,Laptop
736,Premium,11,30-06-22,30-06-23,France,49,Male,Smartphone
737,Basic,15,2/7/2022,30-06-23,Brazil,43,Female,Tablet
738,Standard,14,26-06-22,1/7/2023,Mexico,44,Female,Smartphone
739,Standard,13,21-06-22,28-06-23,Spain,27,Male,Smartphone
740,Basic,14,16-06-22,29-06-23,Italy,30,Male,Tablet
741,Premium,14,9/6/2022,30-06-23,Spain,47,Male,Smart TV
742,Basic,13,10/6/2022,30-06-23,Spain,51,Male,Smartphone
743,Standard,15,10/6/2022,28-06-23,United States,31,Female,Laptop
744,Premium,13,11/6/2022,29-06-23,Canada,34,Female,Tablet
745,Basic,11,12/6/2022,30-06-23,United States,28,Female,Laptop
746,Basic,15,15-06-22,30-06-23,United States,32,Male,Smartphone
747,Basic,11,25-06-22,29-06-23,Canada,41,Male,Smart TV
748,Standard,13,30-06-22,28-06-23,United Kingdom,40,Male,Smart TV
749,Premium,12,6/7/2022,30-06-23,Australia,46,Male,Smart TV
750,Basic,13,9/7/2022,29-06-23,Germany,47,Male,Smart TV
751,Basic,14,18-07-22,29-06-23,France,45,Female,Laptop
752,Premium,10,24-07-22,28-06-23,Brazil,28,Female,Smartphone
753,Standard,12,27-07-22,30-06-23,Mexico,43,Female,Smartphone
754,Standard,11,10/8/2022,29-06-23,Spain,41,Male,Laptop
755,Basic,13,16-08-22,30-06-23,Italy,32,Male,Tablet
756,Premium,14,23-08-22,29-06-23,Spain,44,Female,Smartphone
757,Standard,11,3/9/2022,30-06-23,Spain,32,Male,Laptop
758,Basic,12,4/9/2022,29-06-23,United States,47,Male,Laptop
759,Standard,14,5/9/2022,29-06-23,Canada,37,Male,Smart TV
760,Premium,13,4/9/2022,1/7/2023,United States,40,Female,Smartphone
761,Basic,11,31-08-22,29-06-23,United States,48,Female,Smart TV
762,Premium,10,1/9/2022,2/7/2023,Canada,48,Male,Laptop
763,Standard,10,15-09-22,29-06-23,United Kingdom,35,Male,Laptop
764,Basic,15,18-09-22,3/7/2023,Australia,28,Male,Smart TV
765,Standard,11,28-09-22,29-06-23,Germany,35,Female,Smart TV
766,Premium,13,30-09-22,1/7/2023,France,43,Male,Smartphone
767,Basic,15,7/10/2022,29-06-23,Brazil,39,Male,Laptop
768,Standard,10,8/10/2022,2/7/2023,Mexico,38,Female,Laptop
769,Premium,14,8/10/2022,30-06-23,Spain,36,Female,Smart TV
770,Basic,11,3/10/2022,1/7/2023,Italy,42,Female,Laptop
771,Premium,14,4/10/2022,28-06-23,Spain,27,Male,Tablet
772,Basic,12,2/10/2022,1/7/2023,Spain,48,Male,Laptop
773,Standard,13,1/10/2022,30-06-23,United States,27,Female,Smart TV
774,Standard,15,3/10/2022,2/7/2023,Canada,49,Male,Smartphone
775,Basic,11,20-10-22,28-06-23,United States,29,Male,Tablet
776,Premium,11,21-10-22,1/7/2023,United States,44,Male,Laptop
777,Basic,11,28-10-22,30-06-23,Canada,31,Male,Smartphone
778,Standard,13,3/11/2022,1/7/2023,United Kingdom,33,Male,Tablet
779,Premium,10,7/11/2022,28-06-23,Australia,36,Female,Smart TV
780,Basic,15,12/11/2022,30-06-23,Germany,43,Female,Laptop
781,Premium,14,13-11-22,29-06-23,France,30,Female,Smartphone
782,Basic,13,2/11/2022,1/7/2023,Brazil,44,Female,Laptop
783,Standard,13,1/11/2022,29-06-23,Mexico,37,Female,Laptop
784,Standard,14,31-10-22,30-06-23,Spain,27,Male,Laptop
785,Basic,12,28-10-22,29-06-23,Italy,35,Female,Laptop
786,Premium,13,24-10-22,30-06-23,Spain,32,Male,Smart TV
787,Basic,12,3/10/2022,29-06-23,Spain,49,Female,Laptop
788,Standard,12,13-09-22,30-06-23,United States,45,Female,Tablet
789,Premium,11,2/9/2022,30-06-23,Canada,33,Female,Smartphone
790,Basic,14,30-08-22,30-06-23,United States,37,Female,Smartphone
791,Premium,15,25-08-22,30-06-23,United States,29,Male,Smartphone
792,Basic,12,11/8/2022,30-06-23,Canada,45,Male,Smart TV
793,Standard,11,5/8/2022,30-06-23,United Kingdom,42,Female,Smartphone
794,Standard,12,2/8/2022,30-06-23,Australia,32,Female,Smart TV
